42, 10728, 255.429, 0, 1, 19.3996
42, 10728, 255.429, 1, 1, 15.5704
42, 10728, 255.429, 1, 2, 18.9876
42, 10728, 255.429, 1, 3, 16.454
42, 10728, 255.429, 2, 1, 13.6837
42, 10728, 255.429, 2, 2, 15.3917
42, 10728, 255.429, 2, 3, 13.8784
42, 10728, 255.429, 3, 1, 11.7761
62, 14621, 235.823, 0, 1, 17.1206
62, 14621, 235.823, 1, 1, 14.0451
62, 14621, 235.823, 1, 2, 15.8407
62, 14621, 235.823, 1, 3, 15.8407
62, 14621, 235.823, 2, 1, 12.4753
62, 14621, 235.823, 2, 2, 13.5005
62, 14621, 235.823, 2, 3, 13.5005
62, 14621, 235.823, 3, 1, 10.9031
26, 6855, 263.654, 0, 1, 18.5772
26, 6855, 263.654, 1, 1, 15.0659
26, 6855, 263.654, 1, 2, 16.8015
26, 6855, 263.654, 1, 3, 16.8015
26, 6855, 263.654, 2, 1, 13.2081
26, 6855, 263.654, 2, 2, 14.076
26, 6855, 263.654, 2, 3, 14.076
26, 6855, 263.654, 3, 1, 11.4824
29, 7187, 247.828, 0, 1, 17.3599
29, 7187, 247.828, 1, 1, 14.2317
29, 7187, 247.828, 1, 2, 15.4227
29, 7187, 247.828, 1, 3, 15.4227
29, 7187, 247.828, 2, 1, 12.6088
29, 7187, 247.828, 2, 2, 13.2847
29, 7187, 247.828, 2, 3, 13.2847
29, 7187, 247.828, 3, 1, 10.9725
58, 14279, 246.19, 0, 1, 19.218
58, 14279, 246.19, 1, 1, 15.5207
58, 14279, 246.19, 1, 2, 17.8711
58, 14279, 246.19, 1, 3, 16.8583
58, 14279, 246.19, 2, 1, 13.612
58, 14279, 246.19, 2, 2, 14.8585
58, 14279, 246.19, 2, 3, 14.2363
58, 14279, 246.19, 3, 1, 11.7233
3, 682, 227.333, 0, 1, 17.4872
3, 682, 227.333, 1, 1, 14.5106
3, 682, 227.333, 1, 2, 15.8605
3, 682, 227.333, 1, 3, 16.2381
3, 682, 227.333, 2, 1, 12.6296
3, 682, 227.333, 2, 2, 13.3725
3, 682, 227.333, 2, 3, 13.9184
3, 682, 227.333, 3, 1, 11.1803
19, 4934, 259.684, 0, 1, 16.7823
19, 4934, 259.684, 1, 1, 13.9379
19, 4934, 259.684, 1, 2, 15.8141
19, 4934, 259.684, 1, 3, 15.8141
19, 4934, 259.684, 2, 1, 12.3659
19, 4934, 259.684, 2, 2, 13.4441
19, 4934, 259.684, 2, 3, 13.4441
19, 4934, 259.684, 3, 1, 10.7965
40, 10465, 261.625, 0, 1, 17.3549
40, 10465, 261.625, 1, 1, 14.2575
40, 10465, 261.625, 1, 2, 16.026
40, 10465, 261.625, 1, 3, 14.6364
40, 10465, 261.625, 2, 1, 12.6848
40, 10465, 261.625, 2, 2, 13.5733
40, 10465, 261.625, 2, 3, 12.6848
40, 10465, 261.625, 3, 1, 11.0042
26, 5679, 218.423, 0, 1, 18.8671
26, 5679, 218.423, 1, 1, 15.2252
26, 5679, 218.423, 1, 2, 16.6053
26, 5679, 218.423, 1, 3, 16.6053
26, 5679, 218.423, 2, 1, 13.4893
26, 5679, 218.423, 2, 2, 14.1269
26, 5679, 218.423, 2, 3, 14.1269
26, 5679, 218.423, 3, 1, 11.6135
12, 2676, 223, 0, 1, 17.1538
12, 2676, 223, 1, 1, 14.1587
12, 2676, 223, 1, 2, 16.4172
12, 2676, 223, 1, 3, 16.4172
12, 2676, 223, 2, 1, 12.5047
12, 2676, 223, 2, 2, 13.7938
12, 2676, 223, 2, 3, 13.7938
12, 2676, 223, 3, 1, 10.9224
1, 127, 127, 0, 1, 18.1429
1, 127, 127, 1, 1, 15.875
1, 127, 127, 1, 2, 12.7
1, 127, 127, 1, 3, 12.7
1, 127, 127, 2, 1, 12.7
1, 127, 127, 2, 2, 12.7
1, 127, 127, 2, 3, 12.7
1, 127, 127, 3, 1, 11.5455
42, 10795, 257.024, 0, 1, 17.1895
42, 10795, 257.024, 1, 1, 14.1296
42, 10795, 257.024, 1, 2, 16.6077
42, 10795, 257.024, 1, 3, 14.5289
42, 10795, 257.024, 2, 1, 12.5232
42, 10795, 257.024, 2, 2, 13.822
42, 10795, 257.024, 2, 3, 12.5087
42, 10795, 257.024, 3, 1, 10.9151
10, 2322, 232.2, 0, 1, 18.878
10, 2322, 232.2, 1, 1, 15.0779
10, 2322, 232.2, 1, 2, 18.4286
10, 2322, 232.2, 1, 3, 16.8261
10, 2322, 232.2, 2, 1, 13.422
10, 2322, 232.2, 2, 2, 14.7898
10, 2322, 232.2, 2, 3, 14.3333
10, 2322, 232.2, 3, 1, 11.4384
32, 7210, 225.313, 0, 1, 17.2902
32, 7210, 225.313, 1, 1, 14.1929
32, 7210, 225.313, 1, 2, 16.6898
32, 7210, 225.313, 1, 3, 15.5724
32, 7210, 225.313, 2, 1, 12.561
32, 7210, 225.313, 2, 2, 14
32, 7210, 225.313, 2, 3, 13.2537
32, 7210, 225.313, 3, 1, 10.9408
16, 4020, 251.25, 0, 1, 18.2727
16, 4020, 251.25, 1, 1, 14.8889
16, 4020, 251.25, 1, 2, 17.7093
16, 4020, 251.25, 1, 3, 16.2097
16, 4020, 251.25, 2, 1, 13.1803
16, 4020, 251.25, 2, 2, 14.6182
16, 4020, 251.25, 2, 3, 13.7201
16, 4020, 251.25, 3, 1, 11.3239
41, 11029, 269, 0, 1, 17.1258
41, 11029, 269, 1, 1, 14.1216
41, 11029, 269, 1, 2, 16.5352
41, 11029, 269, 1, 3, 14.5886
41, 11029, 269, 2, 1, 12.533
41, 11029, 269, 2, 2, 13.8381
41, 11029, 269, 2, 3, 12.5758
41, 11029, 269, 3, 1, 10.9415
20, 5228, 261.4, 0, 1, 18.1528
20, 5228, 261.4, 1, 1, 14.9799
20, 5228, 261.4, 1, 2, 17.4267
20, 5228, 261.4, 1, 3, 17.4267
20, 5228, 261.4, 2, 1, 13.1688
20, 5228, 261.4, 2, 2, 14.5627
20, 5228, 261.4, 2, 3, 14.5627
20, 5228, 261.4, 3, 1, 11.39
26, 6456, 248.308, 0, 1, 17.3083
26, 6456, 248.308, 1, 1, 14.1579
26, 6456, 248.308, 1, 2, 15.7463
26, 6456, 248.308, 1, 3, 15.7463
26, 6456, 248.308, 2, 1, 12.5848
26, 6456, 248.308, 2, 2, 13.3665
26, 6456, 248.308, 2, 3, 13.3665
26, 6456, 248.308, 3, 1, 10.9424
43, 10670, 248.14, 0, 1, 19.1906
43, 10670, 248.14, 1, 1, 15.4638
43, 10670, 248.14, 1, 2, 18.3966
43, 10670, 248.14, 1, 3, 16.0935
43, 10670, 248.14, 2, 1, 13.662
43, 10670, 248.14, 2, 2, 15.1563
43, 10670, 248.14, 2, 3, 13.662
43, 10670, 248.14, 3, 1, 11.6996
1, 430, 430, 0, 1, 19.5455
1, 430, 430, 1, 1, 15.9259
1, 430, 430, 1, 2, 15.9259
1, 430, 430, 1, 3, 15.9259
1, 430, 430, 2, 1, 13.871
1, 430, 430, 2, 2, 13.871
1, 430, 430, 2, 3, 13.871
1, 430, 430, 3, 1, 11.9444
9, 2800, 311.111, 0, 1, 17.3913
9, 2800, 311.111, 1, 1, 14.2857
9, 2800, 311.111, 1, 2, 17.0732
9, 2800, 311.111, 1, 3, 14.359
9, 2800, 311.111, 2, 1, 12.7854
9, 2800, 311.111, 2, 2, 14.2132
9, 2800, 311.111, 2, 3, 12.4444
9, 2800, 311.111, 3, 1, 11.0672
32, 7481, 233.781, 0, 1, 17.1977
32, 7481, 233.781, 1, 1, 14.1151
32, 7481, 233.781, 1, 2, 16.5143
32, 7481, 233.781, 1, 3, 15.393
32, 7481, 233.781, 2, 1, 12.552
32, 7481, 233.781, 2, 2, 13.8026
32, 7481, 233.781, 2, 3, 13.1246
32, 7481, 233.781, 3, 1, 10.9531
43, 12174, 283.116, 0, 1, 18.0356
43, 12174, 283.116, 1, 1, 14.6498
43, 12174, 283.116, 1, 2, 16.9791
43, 12174, 283.116, 1, 3, 14.3055
43, 12174, 283.116, 2, 1, 12.9925
43, 12174, 283.116, 2, 2, 14.1394
43, 12174, 283.116, 2, 3, 12.3594
43, 12174, 283.116, 3, 1, 11.2099
14, 3395, 242.5, 0, 1, 17.5907
14, 3395, 242.5, 1, 1, 14.4468
14, 3395, 242.5, 1, 2, 17.6823
14, 3395, 242.5, 1, 3, 16.0142
14, 3395, 242.5, 2, 1, 12.7632
14, 3395, 242.5, 2, 2, 14.5708
14, 3395, 242.5, 2, 3, 13.6345
14, 3395, 242.5, 3, 1, 11.0948
54, 15932, 295.037, 0, 1, 19.2415
54, 15932, 295.037, 1, 1, 15.5131
54, 15932, 295.037, 1, 2, 17.6434
54, 15932, 295.037, 1, 3, 16.6479
54, 15932, 295.037, 2, 1, 13.6638
54, 15932, 295.037, 2, 2, 14.7929
54, 15932, 295.037, 2, 3, 14.1618
54, 15932, 295.037, 3, 1, 11.7666
11, 2422, 220.182, 0, 1, 17.8088
11, 2422, 220.182, 1, 1, 14.503
11, 2422, 220.182, 1, 2, 16.9371
11, 2422, 220.182, 1, 3, 15.3291
11, 2422, 220.182, 2, 1, 12.6806
11, 2422, 220.182, 2, 2, 14.1637
11, 2422, 220.182, 2, 3, 13.163
11, 2422, 220.182, 3, 1, 11.1101
28, 6716, 239.857, 0, 1, 16.9596
28, 6716, 239.857, 1, 1, 14.0797
28, 6716, 239.857, 1, 2, 14.7281
28, 6716, 239.857, 1, 3, 14.7281
28, 6716, 239.857, 2, 1, 12.5299
28, 6716, 239.857, 2, 2, 12.7438
28, 6716, 239.857, 2, 3, 12.7438
28, 6716, 239.857, 3, 1, 10.8323
16, 4231, 264.438, 0, 1, 17.7029
16, 4231, 264.438, 1, 1, 14.5897
16, 4231, 264.438, 1, 2, 17.1992
16, 4231, 264.438, 1, 3, 15.8464
16, 4231, 264.438, 2, 1, 12.8212
16, 4231, 264.438, 2, 2, 14.2458
16, 4231, 264.438, 2, 3, 13.4317
16, 4231, 264.438, 3, 1, 11.1342
53, 14680, 276.981, 0, 1, 19.2904
53, 14680, 276.981, 1, 1, 15.617
53, 14680, 276.981, 1, 2, 17.8589
53, 14680, 276.981, 1, 3, 17.0499
53, 14680, 276.981, 2, 1, 13.6431
53, 14680, 276.981, 2, 2, 14.7984
53, 14680, 276.981, 2, 3, 14.3781
53, 14680, 276.981, 3, 1, 11.7723
21, 5110, 243.333, 0, 1, 17.0333
21, 5110, 243.333, 1, 1, 14.0385
21, 5110, 243.333, 1, 2, 16.1709
21, 5110, 243.333, 1, 3, 16.1709
21, 5110, 243.333, 2, 1, 12.5862
21, 5110, 243.333, 2, 2, 13.6631
21, 5110, 243.333, 2, 3, 13.6631
21, 5110, 243.333, 3, 1, 10.8955
34, 8231, 242.088, 0, 1, 17.292
34, 8231, 242.088, 1, 1, 14.2159
34, 8231, 242.088, 1, 2, 15.9207
34, 8231, 242.088, 1, 3, 14.3647
34, 8231, 242.088, 2, 1, 12.5664
34, 8231, 242.088, 2, 2, 13.5156
34, 8231, 242.088, 2, 3, 12.5664
34, 8231, 242.088, 3, 1, 10.9893
29, 8530, 294.138, 0, 1, 17.4438
29, 8530, 294.138, 1, 1, 14.3121
29, 8530, 294.138, 1, 2, 15.9142
29, 8530, 294.138, 1, 3, 15.9142
29, 8530, 294.138, 2, 1, 12.7124
29, 8530, 294.138, 2, 2, 13.6045
29, 8530, 294.138, 2, 3, 13.6045
29, 8530, 294.138, 3, 1, 11.0636
51, 12571, 246.49, 0, 1, 19.2807
51, 12571, 246.49, 1, 1, 15.5582
51, 12571, 246.49, 1, 2, 18.14
51, 12571, 246.49, 1, 3, 17.3393
51, 12571, 246.49, 2, 1, 13.5756
51, 12571, 246.49, 2, 2, 14.9833
51, 12571, 246.49, 2, 3, 14.5666
51, 12571, 246.49, 3, 1, 11.7486
33, 8637, 261.727, 0, 1, 17.3434
33, 8637, 261.727, 1, 1, 14.3472
33, 8637, 261.727, 1, 2, 16.5777
33, 8637, 261.727, 1, 3, 15.341
33, 8637, 261.727, 2, 1, 12.7015
33, 8637, 261.727, 2, 2, 13.9306
33, 8637, 261.727, 2, 3, 13.1461
33, 8637, 261.727, 3, 1, 11.0025
32, 9082, 283.813, 0, 1, 19.2824
32, 9082, 283.813, 1, 1, 15.5248
32, 9082, 283.813, 1, 2, 18.8033
32, 9082, 283.813, 1, 3, 17.2334
32, 9082, 283.813, 2, 1, 13.719
32, 9082, 283.813, 2, 2, 15.3412
32, 9082, 283.813, 2, 3, 14.4848
32, 9082, 283.813, 3, 1, 11.749
3, 1084, 361.333, 0, 1, 18.0667
3, 1084, 361.333, 1, 1, 15.0556
3, 1084, 361.333, 1, 2, 16.9375
3, 1084, 361.333, 1, 3, 15.4857
3, 1084, 361.333, 2, 1, 13.2195
3, 1084, 361.333, 2, 2, 14.2632
3, 1084, 361.333, 2, 3, 13.2195
3, 1084, 361.333, 3, 1, 11.2917
31, 7545, 243.387, 0, 1, 18.5381
31, 7545, 243.387, 1, 1, 15.0299
31, 7545, 243.387, 1, 2, 17.0701
31, 7545, 243.387, 1, 3, 15.9514
31, 7545, 243.387, 2, 1, 13.3069
31, 7545, 243.387, 2, 2, 14.2628
31, 7545, 243.387, 2, 3, 13.5701
31, 7545, 243.387, 3, 1, 11.484
24, 5740, 239.167, 0, 1, 17.4468
24, 5740, 239.167, 1, 1, 14.35
24, 5740, 239.167, 1, 2, 15.8564
24, 5740, 239.167, 1, 3, 15.8564
24, 5740, 239.167, 2, 1, 12.6711
24, 5740, 239.167, 2, 2, 13.5377
24, 5740, 239.167, 2, 3, 13.5377
24, 5740, 239.167, 3, 1, 10.9962
39, 9126, 234, 0, 1, 18.1431
39, 9126, 234, 1, 1, 14.7431
39, 9126, 234, 1, 2, 16.1522
39, 9126, 234, 1, 3, 14.4399
39, 9126, 234, 2, 1, 12.9815
39, 9126, 234, 2, 2, 13.6617
39, 9126, 234, 2, 3, 12.4672
39, 9126, 234, 3, 1, 11.2806
52, 16055, 308.75, 0, 1, 17.1162
52, 16055, 308.75, 1, 1, 14.1205
52, 16055, 308.75, 1, 2, 15.9276
52, 16055, 308.75, 1, 3, 15.4971
52, 16055, 308.75, 2, 1, 12.5528
52, 16055, 308.75, 2, 2, 13.5257
52, 16055, 308.75, 2, 3, 13.3458
52, 16055, 308.75, 3, 1, 10.9069
62, 16507, 266.242, 0, 1, 19.2165
62, 16507, 266.242, 1, 1, 15.558
62, 16507, 266.242, 1, 2, 16.9825
62, 16507, 266.242, 1, 3, 16.9825
62, 16507, 266.242, 2, 1, 13.6196
62, 16507, 266.242, 2, 2, 14.4166
62, 16507, 266.242, 2, 3, 14.4166
62, 16507, 266.242, 3, 1, 11.6822
13, 3816, 293.538, 0, 1, 17.3455
13, 3816, 293.538, 1, 1, 14.4
13, 3816, 293.538, 1, 2, 17.1121
13, 3816, 293.538, 1, 3, 16.4483
13, 3816, 293.538, 2, 1, 12.72
13, 3816, 293.538, 2, 2, 14.2388
13, 3816, 293.538, 2, 3, 13.927
13, 3816, 293.538, 3, 1, 10.9655
5, 948, 189.6, 0, 1, 15.0476
5, 948, 189.6, 1, 1, 12.8108
5, 948, 189.6, 1, 2, 13.7391
5, 948, 189.6, 1, 3, 13.7391
5, 948, 189.6, 2, 1, 11.4217
5, 948, 189.6, 2, 2, 12.1538
5, 948, 189.6, 2, 3, 12.1538
5, 948, 189.6, 3, 1, 10.0851
8, 1893, 236.625, 0, 1, 17.367
8, 1893, 236.625, 1, 1, 14.2331
8, 1893, 236.625, 1, 2, 16.4609
8, 1893, 236.625, 1, 3, 14.5615
8, 1893, 236.625, 2, 1, 12.7905
8, 1893, 236.625, 2, 2, 13.8175
8, 1893, 236.625, 2, 3, 12.5364
8, 1893, 236.625, 3, 1, 11.0058
60, 15799, 263.317, 0, 1, 18.5217
60, 15799, 263.317, 1, 1, 15.1331
60, 15799, 263.317, 1, 2, 16.105
60, 15799, 263.317, 1, 3, 15.5349
60, 15799, 263.317, 2, 1, 13.2765
60, 15799, 263.317, 2, 2, 14.056
60, 15799, 263.317, 2, 3, 13.2988
60, 15799, 263.317, 3, 1, 11.4735
51, 12573, 246.529, 0, 1, 16.8992
51, 12573, 246.529, 1, 1, 13.9236
51, 12573, 246.529, 1, 2, 15.9759
51, 12573, 246.529, 1, 3, 15.3143
51, 12573, 246.529, 2, 1, 12.3994
51, 12573, 246.529, 2, 2, 13.5339
51, 12573, 246.529, 2, 3, 13.1654
51, 12573, 246.529, 3, 1, 10.8388
5, 688, 137.6, 0, 1, 16
5, 688, 137.6, 1, 1, 13.4902
5, 688, 137.6, 1, 2, 14.9565
5, 688, 137.6, 1, 3, 14.9565
5, 688, 137.6, 2, 1, 11.8621
5, 688, 137.6, 2, 2, 12.7407
5, 688, 137.6, 2, 3, 12.7407
5, 688, 137.6, 3, 1, 10.4242
35, 9446, 269.886, 0, 1, 17.2058
35, 9446, 269.886, 1, 1, 14.1407
35, 9446, 269.886, 1, 2, 14.8522
35, 9446, 269.886, 1, 3, 14.8289
35, 9446, 269.886, 2, 1, 12.6115
35, 9446, 269.886, 2, 2, 13.6899
35, 9446, 269.886, 2, 3, 12.8692
35, 9446, 269.886, 3, 1, 10.9202
35, 8457, 241.629, 0, 1, 18.032
35, 8457, 241.629, 1, 1, 14.6823
35, 8457, 241.629, 1, 2, 15.4044
35, 8457, 241.629, 1, 3, 14.9947
35, 8457, 241.629, 2, 1, 12.9908
35, 8457, 241.629, 2, 2, 13.7961
35, 8457, 241.629, 2, 3, 12.7557
35, 8457, 241.629, 3, 1, 11.2311
49, 12688, 258.939, 0, 1, 17.0767
49, 12688, 258.939, 1, 1, 14.0978
49, 12688, 258.939, 1, 2, 15.8402
49, 12688, 258.939, 1, 3, 14.3692
49, 12688, 258.939, 2, 1, 12.4514
49, 12688, 258.939, 2, 2, 13.5411
49, 12688, 258.939, 2, 3, 13.3699
49, 12688, 258.939, 3, 1, 10.8537
